id,name,url,primarybreed,secondarybreed,mixed,colorprimary,colorsecondary,age,gender,size,spayed,housetrained,specialneeds,children,dogsother,catsother,description
68834045,PAYTON MANNING,https://www.petfinder.com/cat/payton-manning-68834045/ca/antioch/antioch-animal-services-ca217/?referrer_id=e59647b8-d2ea-4299-b8cf-3755495efe5b&utm_source=api&utm_medium=partnership&utm_content=e59647b8-d2ea-4299-b8cf-3755495efe5b,Domestic Short Hair,,f,,,Baby,Male,Small,t,f,f,,,,
68834035,POTATO,https://www.petfinder.com/cat/potato-68834035/ca/lodi/lodi-animal-shelter-ca128/?referrer_id=e59647b8-d2ea-4299-b8cf-3755495efe5b&utm_source=api&utm_medium=partnership&utm_content=e59647b8-d2ea-4299-b8cf-3755495efe5b,Domestic Short Hair,,f,,,Baby,Female,Small,f,f,f,,,,
68834015,Occo,https://www.petfinder.com/cat/occo-68834015/ca/union-city/woody-feral-cat-support-group-ca2970/?referrer_id=e59647b8-d2ea-4299-b8cf-3755495efe5b&utm_source=api&utm_medium=partnership&utm_content=e59647b8-d2ea-4299-b8cf-3755495efe5b,Domestic Long Hair,,f,Black,,Baby,Male,Medium,t,t,f,t,,t,"Meet Occo (said like, OH-CO), the teddybear ball of energy. A.k.a., Occo Nono, or, for fans of the movie, Dodgeball,..."
68833956,Nitro,https://www.petfinder.com/cat/nitro-68833956/ca/redwood-city/nine-lives-foundation-ca1028/?referrer_id=e59647b8-d2ea-4299-b8cf-3755495efe5b&utm_source=api&utm_medium=partnership&utm_content=e59647b8-d2ea-4299-b8cf-3755495efe5b,Domestic Short Hair,,f,Black,,Baby,Male,Small,f,f,f,,,,
68833957,Cobalt,https://www.petfinder.com/cat/cobalt-68833957/ca/redwood-city/nine-lives-foundation-ca1028/?referrer_id=e59647b8-d2ea-4299-b8cf-3755495efe5b&utm_source=api&utm_medium=partnership&utm_content=e59647b8-d2ea-4299-b8cf-3755495efe5b,Domestic Short Hair,,f,Brown / Chocolate,Black,Baby,Male,Small,t,f,f,,,,
68833806,Parker,https://www.petfinder.com/cat/parker-68833806/ca/san-francisco/give-me-shelter-cat-rescue-ca1061/?referrer_id=e59647b8-d2ea-4299-b8cf-3755495efe5b&utm_source=api&utm_medium=partnership&utm_content=e59647b8-d2ea-4299-b8cf-3755495efe5b,Domestic Short Hair,Tabby,t,Buff & White,Tabby (Buff / Tan / Fawn),Senior,Male,Small,t,t,f,,,,Hi! We&amp;#39;re Parker and Clover! We were rescued when our previous family could no longer care for us. We&amp;#39;re the...
68833807,Clover,https://www.petfinder.com/cat/clover-68833807/ca/san-francisco/give-me-shelter-cat-rescue-ca1061/?referrer_id=e59647b8-d2ea-4299-b8cf-3755495efe5b&utm_source=api&utm_medium=partnership&utm_content=e59647b8-d2ea-4299-b8cf-3755495efe5b,Tabby,Domestic Short Hair,t,Black,Buff & White,Adult,Male,Small,f,t,f,,,,Hi! We&amp;#39;re Clover and Parker! We were rescued when our previous family could no longer care for us. We&amp;#39;re the...
68833795,Osiris,https://www.petfinder.com/cat/osiris-68833795/ca/el-dorado-hills/fat-kitty-city-ca1171/?referrer_id=e59647b8-d2ea-4299-b8cf-3755495efe5b&utm_source=api&utm_medium=partnership&utm_content=e59647b8-d2ea-4299-b8cf-3755495efe5b,Domestic Medium Hair,Domestic Short Hair,t,,,Adult,Male,Medium,t,t,f,,,,My purr motor is really loud and I love to play. My last home was a bit scary for me...
68833741,Ruger,https://www.petfinder.com/cat/ruger-68833741/ca/monterey/the-spca-for-monterey-county-ca1164/?referrer_id=e59647b8-d2ea-4299-b8cf-3755495efe5b&utm_source=api&utm_medium=partnership&utm_content=e59647b8-d2ea-4299-b8cf-3755495efe5b,Domestic Short Hair,,t,,,Young,Male,Medium,t,f,f,,,,Primary Color: Black Weight: 5.7lbs Age: 0yrs 6mths 0wks Animal has been Neutered
68833742,Boots,https://www.petfinder.com/cat/boots-68833742/ca/monterey/the-spca-for-monterey-county-ca1164/?referrer_id=e59647b8-d2ea-4299-b8cf-3755495efe5b&utm_source=api&utm_medium=partnership&utm_content=e59647b8-d2ea-4299-b8cf-3755495efe5b,Domestic Short Hair,,t,,,Young,Male,Medium,t,f,f,,,,Primary Color: Black Weight: 5.2lbs Age: 0yrs 6mths 0wks Animal has been Neutered
68833720,Daisy,https://www.petfinder.com/cat/daisy-68833720/ca/berkeley/berkeley-animal-care-services-ca412/?referrer_id=e59647b8-d2ea-4299-b8cf-3755495efe5b&utm_source=api&utm_medium=partnership&utm_content=e59647b8-d2ea-4299-b8cf-3755495efe5b,Domestic Short Hair,,f,Black & White / Tuxedo,,Baby,Male,Medium,t,f,f,,,,"Daisy is a very shy, but sweet 6 month old kitten.  It takes a little time and patience to get..."
68833696,Oreo,https://www.petfinder.com/cat/oreo-68833696/ca/berkeley/berkeley-animal-care-services-ca412/?referrer_id=e59647b8-d2ea-4299-b8cf-3755495efe5b&utm_source=api&utm_medium=partnership&utm_content=e59647b8-d2ea-4299-b8cf-3755495efe5b,Domestic Short Hair,,f,Black & White / Tuxedo,,Baby,Male,Medium,t,f,f,,,,"Oreo is a sweet and playful 6-month-old kitten.  He can be shy at first, but once you’ve tempted him out..."
68833688,Moose,https://www.petfinder.com/cat/moose-68833688/ca/novato/jakes-place-cat-rescue-ca2182/?referrer_id=e59647b8-d2ea-4299-b8cf-3755495efe5b&utm_source=api&utm_medium=partnership&utm_content=e59647b8-d2ea-4299-b8cf-3755495efe5b,Domestic Short Hair,,f,Gray & White,,Adult,Male,Medium,t,t,f,,,t,"Meet Moose, a 2-year-young, handsome grey and white boy in need of a new forever home.  Moose is good around..."
68833550,Viola,https://www.petfinder.com/cat/viola-68833550/ca/berkeley/berkeley-animal-care-services-ca412/?referrer_id=e59647b8-d2ea-4299-b8cf-3755495efe5b&utm_source=api&utm_medium=partnership&utm_content=e59647b8-d2ea-4299-b8cf-3755495efe5b,Domestic Short Hair,,f,Calico,,Young,Female,Medium,t,f,f,,,,Viola is a gorgeous two-year-old calico kitty. She&#039;s a loving and attention-seeking cat who will let you know when she...
68833058,Orange Sherbet,https://www.petfinder.com/cat/orange-sherbet-68833058/ca/monterey/the-spca-for-monterey-county-ca1164/?referrer_id=e59647b8-d2ea-4299-b8cf-3755495efe5b&utm_source=api&utm_medium=partnership&utm_content=e59647b8-d2ea-4299-b8cf-3755495efe5b,Domestic Short Hair,,t,,,Baby,Male,Medium,f,f,f,,,,Hi I&amp;#39;m Orange Sherbet. I&amp;#39;m a feral barn cat looking for a home. The SPCA often receives great cats like...
68833059,Marmalade,https://www.petfinder.com/cat/marmalade-68833059/ca/monterey/the-spca-for-monterey-county-ca1164/?referrer_id=e59647b8-d2ea-4299-b8cf-3755495efe5b&utm_source=api&utm_medium=partnership&utm_content=e59647b8-d2ea-4299-b8cf-3755495efe5b,Domestic Short Hair,,t,,,Baby,Male,Medium,t,f,f,,,,Hi I&amp;#39;m Marmalade! I&amp;#39;m a feral barn cat looking for a home. The SPCA often receives great cats like me...
68832997,CASH,https://www.petfinder.com/cat/cash-68832997/ca/san-francisco/sf-animal-care-and-control-ca326/?referrer_id=e59647b8-d2ea-4299-b8cf-3755495efe5b&utm_source=api&utm_medium=partnership&utm_content=e59647b8-d2ea-4299-b8cf-3755495efe5b,Russian Blue,,f,,,Adult,Male,Small,t,f,f,,,,"Cash, how did you get so handsome? With those golden eyes and that plush gray coat? Cash is a gentle,..."
68832996,HILARY,https://www.petfinder.com/cat/hilary-68832996/ca/san-francisco/sf-animal-care-and-control-ca326/?referrer_id=e59647b8-d2ea-4299-b8cf-3755495efe5b&utm_source=api&utm_medium=partnership&utm_content=e59647b8-d2ea-4299-b8cf-3755495efe5b,Domestic Medium Hair,,f,,,Young,Female,Medium,t,f,f,,,,
68832654,LASSEN,https://www.petfinder.com/cat/lassen-68832654/ca/point-richmond/the-milo-foundation-ca387/?referrer_id=e59647b8-d2ea-4299-b8cf-3755495efe5b&utm_source=api&utm_medium=partnership&utm_content=e59647b8-d2ea-4299-b8cf-3755495efe5b,Domestic Short Hair,,f,Black,White,Baby,Male,Small,f,f,f,,,,
68832653,MONTEREY,https://www.petfinder.com/cat/monterey-68832653/ca/point-richmond/the-milo-foundation-ca387/?referrer_id=e59647b8-d2ea-4299-b8cf-3755495efe5b&utm_source=api&utm_medium=partnership&utm_content=e59647b8-d2ea-4299-b8cf-3755495efe5b,Domestic Short Hair,,f,Brown / Chocolate,White,Baby,Male,Small,f,f,f,,,,
68832552,Gordon,https://www.petfinder.com/cat/gordon-68832552/ca/santa-rosa/humane-society-of-sonoma-county-santa-rosa-ca697/?referrer_id=e59647b8-d2ea-4299-b8cf-3755495efe5b&utm_source=api&utm_medium=partnership&utm_content=e59647b8-d2ea-4299-b8cf-3755495efe5b,Domestic Short Hair,,t,,,Adult,Male,Small,t,f,f,,,,"This young/old man is looking for a family full of love and endless cuddles! Despite his senior appearance, our Gordon..."
68832536,Ramses,https://www.petfinder.com/cat/ramses-68832536/ca/novato/marin-humane-society-ca440/?referrer_id=e59647b8-d2ea-4299-b8cf-3755495efe5b&utm_source=api&utm_medium=partnership&utm_content=e59647b8-d2ea-4299-b8cf-3755495efe5b,Siamese,Domestic Short Hair,t,,,Baby,Male,Small,t,f,f,,,,These two littles deserve to be worshipped like royalty! Ramses and Cleopatra started out with a litter of five at...
68832214,MAILBOX,https://www.petfinder.com/cat/mailbox-68832214/ca/san-jose/city-of-san-jose-animal-care-center-ca595/?referrer_id=e59647b8-d2ea-4299-b8cf-3755495efe5b&utm_source=api&utm_medium=partnership&utm_content=e59647b8-d2ea-4299-b8cf-3755495efe5b,Domestic Short Hair,,f,,,Baby,Male,Small,t,f,f,,,,
68832211,STREET LAMP,https://www.petfinder.com/cat/street-lamp-68832211/ca/san-jose/city-of-san-jose-animal-care-center-ca595/?referrer_id=e59647b8-d2ea-4299-b8cf-3755495efe5b&utm_source=api&utm_medium=partnership&utm_content=e59647b8-d2ea-4299-b8cf-3755495efe5b,Domestic Short Hair,,f,,,Baby,Male,Small,t,f,f,,,,
68832210,STOP LIGHT,https://www.petfinder.com/cat/stop-light-68832210/ca/san-jose/city-of-san-jose-animal-care-center-ca595/?referrer_id=e59647b8-d2ea-4299-b8cf-3755495efe5b&utm_source=api&utm_medium=partnership&utm_content=e59647b8-d2ea-4299-b8cf-3755495efe5b,Domestic Short Hair,,f,,,Baby,Male,Small,t,f,f,,,,
68832213,STOP SIGN,https://www.petfinder.com/cat/stop-sign-68832213/ca/san-jose/city-of-san-jose-animal-care-center-ca595/?referrer_id=e59647b8-d2ea-4299-b8cf-3755495efe5b&utm_source=api&utm_medium=partnership&utm_content=e59647b8-d2ea-4299-b8cf-3755495efe5b,Domestic Short Hair,,f,,,Baby,Male,Small,t,f,f,,,,
68832206,CROSSWALK,https://www.petfinder.com/cat/crosswalk-68832206/ca/san-jose/city-of-san-jose-animal-care-center-ca595/?referrer_id=e59647b8-d2ea-4299-b8cf-3755495efe5b&utm_source=api&utm_medium=partnership&utm_content=e59647b8-d2ea-4299-b8cf-3755495efe5b,Domestic Short Hair,,f,,,Baby,Male,Small,t,f,f,,,,
68832207,PARKING LOT,https://www.petfinder.com/cat/parking-lot-68832207/ca/san-jose/city-of-san-jose-animal-care-center-ca595/?referrer_id=e59647b8-d2ea-4299-b8cf-3755495efe5b&utm_source=api&utm_medium=partnership&utm_content=e59647b8-d2ea-4299-b8cf-3755495efe5b,Domestic Short Hair,,f,,,Baby,Male,Small,t,f,f,,,,07/20/23 09:52 6 kittens weighing between .48-.56 lbs. Needs foster. BC
68832208,SIDEWALK,https://www.petfinder.com/cat/sidewalk-68832208/ca/san-jose/city-of-san-jose-animal-care-center-ca595/?referrer_id=e59647b8-d2ea-4299-b8cf-3755495efe5b&utm_source=api&utm_medium=partnership&utm_content=e59647b8-d2ea-4299-b8cf-3755495efe5b,Domestic Short Hair,,f,,,Baby,Male,Small,t,f,f,,,,07/20/23 09:52 6 kittens weighing between .48-.56 lbs. Needs foster. BC
68832118,Remi & Rue - 10 weeks old,https://www.petfinder.com/cat/remi-and-rue-10-weeks-old-68832118/ca/los-gatos/pink-paws-for-the-cause-ca2964/?referrer_id=e59647b8-d2ea-4299-b8cf-3755495efe5b&utm_source=api&utm_medium=partnership&utm_content=e59647b8-d2ea-4299-b8cf-3755495efe5b,Domestic Short Hair,,f,Gray & White,,Baby,Male,Medium,t,t,f,t,,t,"Remi &amp; Rue - a special boy/girl duo who have bonded to each other as forever siblings

Remi looks more..."
68832037,Kiki,https://www.petfinder.com/cat/kiki-68832037/ca/burlingame/peninsula-humane-society-and-spca-ca39/?referrer_id=e59647b8-d2ea-4299-b8cf-3755495efe5b&utm_source=api&utm_medium=partnership&utm_content=e59647b8-d2ea-4299-b8cf-3755495efe5b,Domestic Long Hair,,f,Black,,Senior,Female,Large,t,t,f,f,,f,"Nice to meet you, I&amp;#39;m Kiki! I&amp;#39;m a 7.5 year old, spayed female, large sized, domestic long hair cat. I&amp;#39;m..."
68831936,Flint,https://www.petfinder.com/cat/flint-68831936/ca/novato/marin-humane-society-ca440/?referrer_id=e59647b8-d2ea-4299-b8cf-3755495efe5b&utm_source=api&utm_medium=partnership&utm_content=e59647b8-d2ea-4299-b8cf-3755495efe5b,Domestic Short Hair,,t,,,Baby,Male,Small,t,f,f,,,,Flint and Dove are grey and white beauties with lots of love and entertainment to offer to their new families....
68831934,Kendrick,https://www.petfinder.com/cat/kendrick-68831934/ca/novato/marin-humane-society-ca440/?referrer_id=e59647b8-d2ea-4299-b8cf-3755495efe5b&utm_source=api&utm_medium=partnership&utm_content=e59647b8-d2ea-4299-b8cf-3755495efe5b,Siamese,Domestic Short Hair,t,,,Young,Male,Small,t,f,f,,,,"Kendrick and Lamar are simply the best boys ever. They&amp;#39;re very easy going, polite and cuddly; Kendrick is more bold...."
68831925,Lamar,https://www.petfinder.com/cat/lamar-68831925/ca/novato/marin-humane-society-ca440/?referrer_id=e59647b8-d2ea-4299-b8cf-3755495efe5b&utm_source=api&utm_medium=partnership&utm_content=e59647b8-d2ea-4299-b8cf-3755495efe5b,Siamese,Domestic Short Hair,t,,,Young,Male,Small,t,f,f,,,,"Kendrick and Lamar are simply the best boys ever. They&amp;#39;re very easy going, polite and cuddly; Kendrick is more bold...."
68831719,Angeleyes,https://www.petfinder.com/cat/angeleyes-68831719/ca/redwood-city/nine-lives-foundation-ca1028/?referrer_id=e59647b8-d2ea-4299-b8cf-3755495efe5b&utm_source=api&utm_medium=partnership&utm_content=e59647b8-d2ea-4299-b8cf-3755495efe5b,Domestic Short Hair,,f,Brown / Chocolate,White,Baby,Male,Medium,t,f,f,,,,
